8.09112e-134,3.86451e-133,5.15903e-128,4.84687e-111,4.30255e-134,1.50065e-133,8.58995e-120,6.25457e-122,2.54582e-133,3.57481e-124,3.28401e-133,3.23172e-133,3.54371e-133,5.91953e-123,3.64819e-133,8.85573e-134
2.59275e-21,2.48438e-22,7.65163e-36,1.82446e-22,1.59476e-21,4.35306e-22,6.05787e-25,4.91255e-22,1.46805e-27,4.77878e-26,4.06114e-23,1.47273e-21,5.5921e-35,3.03969e-26,4.99677e-34,1.32045e-35
1.83406e-48,1.15803e-48,1.68413e-32,2.91465e-26,1.06909e-48,3.28995e-49,6.00318e-26,2.51363e-49,2.1232e-42,3.68653e-26,2.52071e-47,4.1924e-48,5.46833e-34,2.69952e-26,2.19665e-26,6.80969e-28
2.43063e-161,3.78241e-163,9.24395e-158,6.82714e-162,3.80087e-162,5.37417e-163,6.19706e-162,2.19187e-162,8.89258e-162,6.35585e-163,5.29493e-163,7.67398e-162,3.90085e-159,6.09863e-163,2.00255e-157,1.82619e-157
6.27612e-64,3.90832e-59,1.31834e-56,3.57092e-37,3.77974e-48,1.98588e-55,1.45542e-35,7.99794e-50,3.2774e-50,1.00073e-30,3.88231e-52,1.00471e-65,2.71057e-46,2.77089e-29,2.20048e-44,1.08217e-54
1.9011e-36,3.4472e-37,2.91496e-41,7.34792e-46,3.53668e-36,1.52094e-36,7.65325e-58,3.72235e-36,1.84965e-36,4.07709e-65,1.99791e-36,1.77577e-38,1.99977e-40,1.94129e-53,9.42629e-47,2.53623e-44
4.29445e-28,2.25874e-34,6.17934e-47,1.07154e-46,1.03726e-28,1.65332e-28,1.11811e-53,5.24863e-30,1.80064e-46,1.29577e-51,7.60719e-39,8.4777e-28,4.58e-63,9.27141e-69,3.57441e-67,2.07622e-68
8.41848e-113,4.76307e-120,2.73628e-143,5.61277e-143,2.71507e-112,6.32076e-115,6.42737e-154,8.07595e-117,1.60706e-133,3.52869e-148,1.28985e-123,3.00762e-113,2.71871e-152,3.83076e-161,9.68165e-159,1.18405e-157
0.228375,0.214956,5.99172e-09,9.95766e-19,0.235453,0.236636,5.11127e-26,0.233633,0.0530138,3.51176e-25,0.190696,0.23639,6.03862e-10,8.98214e-31,2.23916e-18,4.80557e-15
1.46015e-122,2.58366e-122,9.08486e-116,2.04107e-95,1.72206e-107,3.7702e-115,8.00748e-103,1.94403e-108,4.89446e-93,1.35996e-96,4.73645e-95,1.00268e-121,5.97521e-89,7.44409e-71,9.67796e-93,3.90982e-107
3.39362e-50,8.79401e-50,7.63516e-46,7.40738e-35,4.31755e-50,1.72973e-50,2.041e-43,5.01254e-50,4.11423e-49,1.36055e-43,7.44973e-50,2.99682e-50,3.57075e-46,2.12176e-34,1.90491e-34,9.70008e-40
2.38191e-228,2.91936e-233,2.18431e-234,1.51547e-237,1.02343e-230,4.46372e-231,9.3114e-237,7.26268e-232,7.98441e-235,7.8316e-237,5.69645e-234,4.93071e-231,5.76907e-235,3.30189e-236,2.42612e-234,4.99131e-234
6.15484e-79,1.80657e-72,4.69066e-57,9.65011e-41,4.28225e-66,3.42979e-72,2.0381e-57,2.69232e-51,1.04233e-54,9.11439e-57,2.60177e-56,1.86004e-66,1.8015e-51,3.60047e-37,4.82291e-60,1.67486e-75
1.04621e-15,1.1661e-16,4.34515e-16,0.000172313,6.21738e-16,1.13627e-15,0.931963,9.56962e-16,8.88338e-16,0.932038,7.15412e-16,9.28439e-16,7.53528e-16,2.33532e-08,6.44057e-14,3.00585e-16
2.55806e-45,2.31289e-47,4.12137e-39,1.88274e-37,1.35905e-45,1.20271e-45,9.29001e-43,9.93401e-46,8.71413e-44,1.31731e-43,3.41112e-47,9.51204e-46,1.31473e-40,2.90703e-34,7.23099e-28,2.08757e-32
0.693693,0.722007,0.940244,2.90329e-12,0.691618,0.69219,1.98688e-12,0.698615,0.894815,2.83314e-11,0.749218,0.692214,0.940965,3.99106e-12,0.903586,0.92191
1.7214e-198,4.1247e-198,1.0953e-206,8.29779e-219,2.11597e-197,5.68574e-198,1.48816e-216,2.3272e-197,1.08831e-199,1.27527e-224,7.6091e-198,9.42858e-198,6.37739e-207,1.80837e-241,1.85186e-218,1.06789e-211
8.80563e-227,3.71027e-231,3.6308e-219,1.30128e-211,2.95193e-230,7.07936e-230,1.61663e-210,6.21022e-231,1.02701e-228,2.23225e-210,5.63852e-231,1.80848e-230,3.59646e-221,3.76797e-210,8.54724e-212,2.5103e-215
5.05193e-158,7.24136e-158,4.557e-157,7.24203e-163,2.61835e-158,1.18361e-157,9.06281e-149,7.82763e-158,9.77837e-158,3.83251e-149,1.1242e-157,1.0151e-157,1.40842e-158,9.72366e-166,2.48479e-153,1.8388e-155
2.04452e-40,1.9109e-31,3.05554e-18,0.803137,2.43232e-26,6.66113e-33,2.54978e-10,3.00487e-12,1.11709e-19,8.75517e-11,1.92859e-21,1.21955e-28,4.84927e-16,0.816837,6.48089e-05,7.1985e-14
